Histrogram of 2.2a
0.0000000 ~ 0.0078125 :    7	|||||||
0.7109375 ~ 0.7187500 :   65	|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
0.7187500 ~ 0.7265625 :   53	|||||||||||||||||||||||||||||||||||||||||||||||||||||
0.7265625 ~ 0.7343750 :   47	|||||||||||||||||||||||||||||||||||||||||||||||
0.7343750 ~ 0.7421875 :   53	|||||||||||||||||||||||||||||||||||||||||||||||||||||
0.7421875 ~ 0.7500000 :   43	|||||||||||||||||||||||||||||||||||||||||||
0.7500000 ~ 0.7578125 :   34	||||||||||||||||||||||||||||||||||
0.7578125 ~ 0.7656250 :   43	|||||||||||||||||||||||||||||||||||||||||||
0.7656250 ~ 0.7734375 :   34	||||||||||||||||||||||||||||||||||
0.7734375 ~ 0.7812500 :   29	|||||||||||||||||||||||||||||
0.7812500 ~ 0.7890625 :   31	|||||||||||||||||||||||||||||||
0.7890625 ~ 0.7968750 :   40	||||||||||||||||||||||||||||||||||||||||
0.7968750 ~ 0.8046875 :   42	||||||||||||||||||||||||||||||||||||||||||
0.8046875 ~ 0.8125000 :   32	||||||||||||||||||||||||||||||||
0.8125000 ~ 0.8203125 :   36	||||||||||||||||||||||||||||||||||||
0.8203125 ~ 0.8281250 :   31	|||||||||||||||||||||||||||||||
0.8281250 ~ 0.8359375 :   40	||||||||||||||||||||||||||||||||||||||||
0.8359375 ~ 0.8437500 :   39	|||||||||||||||||||||||||||||||||||||||
0.8437500 ~ 0.8515625 :   32	||||||||||||||||||||||||||||||||
0.8515625 ~ 0.8593750 :   38	||||||||||||||||||||||||||||||||||||||
0.8593750 ~ 0.8671875 :   61	|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
0.8671875 ~ 0.8750000 :   53	|||||||||||||||||||||||||||||||||||||||||||||||||||||
0.8750000 ~ 0.8828125 :   62	||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
0.8828125 ~ 0.8906250 :   58	||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
0.8906250 ~ 0.8984375 :   46	||||||||||||||||||||||||||||||||||||||||||||||
0.8984375 ~ 0.9062500 :   58	||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
0.9062500 ~ 0.9140625 :   60	||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
0.9140625 ~ 0.9218750 :   55	|||||||||||||||||||||||||||||||||||||||||||||||||||||||
0.9218750 ~ 0.9296875 :   40	||||||||||||||||||||||||||||||||||||||||
0.9296875 ~ 0.9375000 :   56	||||||||||||||||||||||||||||||||||||||||||||||||||||||||
0.9375000 ~ 0.9453125 :   31	|||||||||||||||||||||||||||||||
0.9453125 ~ 0.9531250 :   34	||||||||||||||||||||||||||||||||||
0.9531250 ~ 0.9609375 :   32	||||||||||||||||||||||||||||||||
0.9609375 ~ 0.9687500 :   29	|||||||||||||||||||||||||||||
0.9687500 ~ 0.9765625 :   26	||||||||||||||||||||||||||
0.9765625 ~ 0.9843750 :   22	||||||||||||||||||||||
0.9843750 ~ 0.9921875 :   21	|||||||||||||||||||||
0.9921875 ~ 1.0000000 :   15	|||||||||||||||
